iter	F1	Logloss
201	0.7416231278	0.4131474601
202	0.7417467614	0.4128351937
203	0.7427059397	0.4122971158
204	0.7428650981	0.4120093224
205	0.7434059434	0.411604115
206	0.7437521754	0.4112778726
207	0.7437682774	0.4110304167
208	0.7441180565	0.4106807944
209	0.7442928731	0.4103233209
210	0.7445550066	0.409997885
211	0.7460902203	0.40930316
212	0.7465777222	0.4089311867
213	0.7466462779	0.4086314408
214	0.7482124262	0.4080386184
215	0.7479516734	0.4076223695
216	0.7481424901	0.4072276605
217	0.7489414868	0.4067990921
218	0.7501907735	0.4064546633
219	0.7506241331	0.4059571154
220	0.7514731369	0.405278815
221	0.7519755996	0.4046379585
222	0.7524436742	0.4041904467
223	0.7531873614	0.4036105165
224	0.7540506855	0.4031056878
225	0.7548476454	0.4025648366
226	0.7555370986	0.4018605504
227	0.7560536876	0.4013564501
228	0.7567455376	0.4008618817
229	0.756779192	0.400479923
230	0.757209045	0.3998954465
231	0.7589353612	0.3994748805
232	0.7589353612	0.3990866527
233	0.7593309372	0.3986623175
234	0.7597070609	0.3980700077
235	0.7598452397	0.3975343897
236	0.7603454231	0.3970013901
237	0.7609971687	0.3965116487
238	0.7613063592	0.3960263749
239	0.7612404172	0.3955983955
240	0.7613259669	0.3952589075
241	0.7619113382	0.3947764309
242	0.7623058336	0.3941972817
243	0.7625819814	0.3937975487
244	0.7625491956	0.3934507744
245	0.7629107981	0.3929664821
246	0.7628453039	0.392753026
247	0.763613776	0.3922257263
248	0.763495789	0.3918225015
249	0.7636991028	0.3913886243
250	0.7641255605	0.3910767746
251	0.7644217499	0.3906706223
252	0.7650386313	0.3903820267
253	0.7652089943	0.3900797869
254	0.7654320988	0.3896731666
255	0.7664183223	0.3890683271
256	0.7666735637	0.3886216848
257	0.7667057444	0.3882222532
258	0.7673632664	0.3878555568
259	0.7682657844	0.3873518152
260	0.7683187427	0.3871307995
261	0.7686263698	0.386635782
262	0.7689020608	0.3862264551
263	0.7692731657	0.3856265401
264	0.7694427223	0.3851731829
265	0.7697499828	0.3847145434
266	0.7701212789	0.3843056778
267	0.7713813524	0.3835328758
268	0.7722799532	0.3831198985
269	0.7722799532	0.3825924652
270	0.7727866823	0.3822196716
271	0.772724145	0.3816967957
272	0.772755418	0.3812799928
273	0.7731462374	0.3809524952
274	0.7738119799	0.3804269207
275	0.774339934	0.380182161
276	0.7747301849	0.379889638
277	0.7750670057	0.3793203287
278	0.7751820805	0.3787497511
279	0.7758158708	0.3781900574
280	0.7762895803	0.3778195465
281	0.7770149664	0.3774015135
282	0.7778997941	0.3769937674
283	0.7788751715	0.3765341119
284	0.779514603	0.3761871434
285	0.7799259564	0.3756456475
286	0.7806014111	0.3751997861
287	0.7809054174	0.3747839808
288	0.7822337805	0.3744139271
289	0.782757441	0.3738696501
290	0.7832808866	0.3734508481
291	0.7834952785	0.3731377206
292	0.7837985769	0.3726961626
293	0.7841313269	0.3722153382
294	0.7847668535	0.3715534515
295	0.7846006565	0.3711780798
296	0.7853188436	0.370892174
297	0.7855042735	0.3704339859
298	0.7860852925	0.3701287117
299	0.7871003006	0.3695111108
300	0.7872122413	0.369091477
301	0.787431694	0.3686856425
302	0.787514514	0.3682883808
303	0.787675912	0.3679589208
304	0.7891072891	0.3673645062
305	0.7893264178	0.3668934303
306	0.7905866303	0.366376941
307	0.7906691222	0.3658963711
308	0.7915160608	0.3652761225
309	0.7923396715	0.3647244608
310	0.7931856899	0.3641951904
311	0.793979432	0.3635838539
312	0.7942238267	0.3632187304
313	0.7945783953	0.3627537557
314	0.7945783953	0.3625910813
315	0.7949887656	0.3622347321
316	0.7954251481	0.3619041415
317	0.7955319439	0.3615947512
318	0.7960768288	0.3612539593
319	0.7964047392	0.3609028674
320	0.7970866517	0.3605185282
321	0.7974683544	0.3602263525
322	0.7980684214	0.359843405
323	0.7986394558	0.3594023655
324	0.7990479429	0.3589627888
325	0.7996193583	0.3586301837
326	0.7995105038	0.3583064423
327	0.7996193583	0.3578403868
328	0.8004347235	0.3575665669
329	0.8009240386	0.3573244619
330	0.8012498302	0.3569591416
331	0.8012228261	0.3565968996
332	0.8015765154	0.356218097
333	0.8020918229	0.3558889421
334	0.8020918229	0.3554493356
335	0.802796823	0.3550879528
336	0.803366592	0.3547289068
337	0.8034454693	0.3542612833
338	0.8036622584	0.353950313
339	0.8040425965	0.3536388414
340	0.8041782541	0.35331448
341	0.8045852269	0.3528754546
342	0.8045041378	0.3524301283
343	0.8050450939	0.3521470691
344	0.8050450939	0.3517604911
345	0.8054237288	0.3513423335
346	0.805559322	0.3511414837
347	0.8059114636	0.3507131627
348	0.8058041768	0.3504234201
349	0.8063991323	0.3500431489
350	0.8066440678	0.349564679
351	0.8072125813	0.3491566948
352	0.807483731	0.3487853654
353	0.8074289975	0.3485129459
354	0.8077522532	0.348107748
355	0.8078043493	0.3478264522
356	0.8088623891	0.3474496578
357	0.8093659065	0.3468960397
358	0.8094754653	0.345961389
359	0.8096108291	0.3455535834
360	0.8099431048	0.3451831895
361	0.8102911307	0.3448588262
362	0.810298103	0.3443977393
363	0.8103530049	0.3442779996
364	0.8114842904	0.3437690489
365	0.8114842904	0.3433929182
366	0.8116452268	0.3431317042
367	0.812102342	0.3428481172
368	0.8120769022	0.3426555461
369	0.8123689018	0.3423319033
370	0.8127452307	0.3419931139
371	0.8126945459	0.3416855583
372	0.813206143	0.341219075
373	0.8140683125	0.3409098311
374	0.8151203679	0.3404160442
375	0.8155208545	0.3401964711
376	0.8158161541	0.3395819437
377	0.8161362254	0.3390178418
378	0.8160562238	0.3387721499
379	0.8160010812	0.3383624577
380	0.8161059316	0.3379566148
381	0.8161859083	0.3377760741
382	0.8172914556	0.33737552
383	0.8179547756	0.3369923118
384	0.817899568	0.3367436252
385	0.8189242087	0.336180914
386	0.8188444924	0.3359184916
387	0.8191388851	0.3354617031
388	0.8198313659	0.3349519542
389	0.8198003777	0.3346599705
390	0.8197207797	0.334417337
391	0.8203572632	0.3341883929
392	0.8202603359	0.3339369762
393	0.8207133706	0.3334991146
394	0.8207998921	0.3332083591
395	0.8213635444	0.3328462936
396	0.8218402427	0.3325688075
397	0.8222686527	0.3322925822
398	0.8224273873	0.3320662417
399	0.8221652959	0.3315387414
400	0.8225143242	0.3310458862
401	0.822760062	0.3306950168
402	0.8229981127	0.3304011732
403	0.823180593	0.3301630476
404	0.8234422364	0.3298824016
405	0.8236086781	0.3297253573
406	0.8240522524	0.3293442145
407	0.8239412913	0.3288504701
408	0.8239967681	0.3283817291
409	0.8239175813	0.3281585279
410	0.8238621061	0.3277797884
411	0.8238303601	0.3276258626
412	0.8242105972	0.3272582785
413	0.8240522524	0.3269966597
414	0.8247089698	0.3266083226
415	0.8244716651	0.326351187
416	0.8247644684	0.3261300539
417	0.8251127111	0.3258607657
418	0.8252472916	0.3256125795
419	0.825381872	0.3254752477
420	0.8258411844	0.3252054075
421	0.826394027	0.3249546188
422	0.8268209025	0.3246337336
423	0.8268209025	0.32439697
424	0.8270110304	0.3242075499
425	0.8274842006	0.3239074898
426	0.8276418392	0.323648133
427	0.8278225806	0.3232703998
428	0.8279801102	0.3229819717
429	0.8281701499	0.3229189693
430	0.8284158882	0.3226083982
431	0.8288421477	0.3220913917
432	0.8292125773	0.3218192893
433	0.8291798213	0.3214900522
434	0.8294485121	0.3211123349
435	0.8297958087	0.3208258982
436	0.830401504	0.3204110952
437	0.8311409396	0.3200731474
438	0.8316898102	0.3197393741
439	0.8319130376	0.3193362572
440	0.8319130376	0.3190141072
441	0.8322823024	0.3184791362
442	0.8329755836	0.3181050533
443	0.8329755836	0.3178683509
444	0.8339033058	0.317450947
445	0.8342496983	0.3171425208
446	0.8343500704	0.3167084246
447	0.8344619511	0.3164485701
448	0.8348082596	0.3160533568
449	0.8348642306	0.3158320406
450	0.8352326049	0.3155100179
451	0.8352326049	0.3152590802
452	0.8355227882	0.3148914658
453	0.8355227882	0.314703133
454	0.8356568365	0.3144412936
455	0.8358909067	0.3142011685
456	0.8361029215	0.3138864295
457	0.8363368393	0.3136346541
458	0.8364367046	0.3132984277
459	0.8367483594	0.3130967181
460	0.8368946346	0.312781394
461	0.8376732044	0.3124513495
462	0.8379843405	0.312047412
463	0.8385629223	0.3118133458
464	0.8385845207	0.3117002366
465	0.8391411946	0.3111830891
466	0.8393740805	0.3109080707
467	0.8397405897	0.3105413263
468	0.840395669	0.310126818
469	0.8403181606	0.3098766319
470	0.8404944871	0.3095675523
471	0.8405506549	0.3092321325
472	0.840395669	0.309047885
473	0.8404731671	0.3088493645
474	0.8408392356	0.3084928214
475	0.8409166834	0.3081770691
476	0.8411489646	0.3077564576
477	0.841303767	0.3075354284
478	0.8417256578	0.3072052432
479	0.8424918208	0.3068810244
480	0.8425691013	0.3067897154
481	0.8428781204	0.3065631632
482	0.8430116139	0.306365698
483	0.8432995195	0.3060587098
484	0.8432223186	0.3058096978
485	0.8435664709	0.3055706519
486	0.8436018957	0.3053135828
487	0.8436790816	0.3049938538
488	0.8446342766	0.3047771713
489	0.8447735308	0.3043044527
490	0.8450610285	0.3040135605
491	0.8449426208	0.3037283611
492	0.8451117784	0.3034846251
493	0.845342941	0.303142715
494	0.8452658971	0.3029754367
495	0.8451888429	0.3027637128
496	0.8451888429	0.3025108544
497	0.8455740111	0.3022133964
498	0.8457432613	0.3020087159
499	0.8466822274	0.3016112623
500	0.8472768482	0.3013595924
501	0.8477942156	0.3009676444
502	0.8478304339	0.3007744971
503	0.8482142857	0.3005481579
504	0.8486342438	0.300084392
505	0.8490339773	0.2997227492
506	0.8492237991	0.2994031724
507	0.849530407	0.2991842501
508	0.8497602557	0.2988354384
509	0.8501032164	0.2985937661
510	0.8501032164	0.2983840276
511	0.8503297142	0.298052328
512	0.8508257858	0.2978641614
513	0.8509023107	0.2975478989
514	0.8512083084	0.2972042833
515	0.8511119989	0.2969095595
516	0.8511686755	0.2967416742
517	0.8512083084	0.2963456914
518	0.8515905763	0.2960783756
519	0.8519331869	0.295687955
520	0.8520859671	0.2954585787
521	0.8520292748	0.2952091575
522	0.8522583649	0.2949386396
523	0.852962692	0.2945490646
524	0.8530956973	0.2944158031
525	0.8533439702	0.2943060393
526	0.8537460149	0.2941214301
527	0.8539176627	0.2939304685
528	0.8542399894	0.2937032829
529	0.8539161629	0.2934787816
530	0.8537638695	0.2932621267
531	0.8542967194	0.2930196381
532	0.8543341083	0.2927102765
533	0.8541818907	0.2923267452
534	0.8542580045	0.2921548268
535	0.8541625141	0.291813663
536	0.8544862854	0.2916654287
537	0.8549233119	0.2913856763
538	0.8548837209	0.2910643945
539	0.855283257	0.2908297504
540	0.855530474	0.2905222579
541	0.8560238964	0.2903440544
542	0.855834329	0.2900895988
543	0.8562703313	0.2898300597
544	0.8562703313	0.2895626298
545	0.8562325767	0.2893807055
546	0.8563653259	0.2890586731
547	0.8565171224	0.2888707512
548	0.8568205945	0.2887029157
549	0.8571049489	0.2884579881
550	0.8572565667	0.2882327897
551	0.8575596817	0.2881290102
552	0.8574081443	0.2878964402
553	0.8574081443	0.2877859775
554	0.8576165528	0.2875896636
555	0.8578626359	0.2874904931
556	0.8582604084	0.2872613689
557	0.8583360955	0.2870837933
558	0.8585443458	0.2868698574
559	0.8583360955	0.2866677248
560	0.858620004	0.2864723952
561	0.8587525684	0.2862834995
562	0.8591885442	0.285963764
563	0.8596409883	0.2856711354
564	0.8594132839	0.2855179952
565	0.8594888094	0.2853021911
566	0.8597908116	0.2850963374
567	0.8598662872	0.2848533808
568	0.8606221046	0.284595238
569	0.8611680667	0.2843957603
570	0.8612066684	0.2840191133
571	0.8612066684	0.283797253
572	0.8612820004	0.2836210065
573	0.8616789045	0.2832281032
574	0.8617542003	0.2829346998
575	0.8619230261	0.2826910781
576	0.8622992001	0.2825181103
577	0.8625817965	0.2821056211
578	0.862563628	0.2819102985
579	0.862713993	0.2818292619
580	0.8630743802	0.2814242469
581	0.8630743802	0.2811468144
582	0.8632427788	0.2810128612
583	0.8632789268	0.2807760173
584	0.86348619	0.2805383037
585	0.8635612818	0.2803900575
586	0.8637114356	0.2801405506
587	0.8642758074	0.2798894395
588	0.8642399419	0.279582972
589	0.864504195	0.2793460873
590	0.8644291755	0.2792154271
591	0.8646720824	0.2790285679
592	0.8646720824	0.2789268444
593	0.86482203	0.2788556278
594	0.8651789251	0.2785038016
595	0.8653109732	0.278175795
596	0.864993395	0.2778194068
597	0.8653325408	0.2776339778
598	0.8652753929	0.2773980613
599	0.8656322219	0.2771987168
600	0.8657642786	0.2770289911
601	0.8657997228	0.27683455
602	0.8657425743	0.2766876102
603	0.8655928175	0.2765091915
604	0.8662134513	0.2762681203
605	0.8660637666	0.2760235272
606	0.8660242872	0.2758010261
607	0.8661167931	0.2754888514
608	0.8661739475	0.2751888898
609	0.8663983638	0.275070404
610	0.8665127021	0.2748173688
611	0.8667370365	0.2746276068
612	0.8672426301	0.2742183581
613	0.8673920211	0.2740317885
614	0.8678797468	0.2736603943
615	0.8680290046	0.2735482822
616	0.8682180763	0.2733571143
617	0.8689064559	0.2729674251
618	0.8690554604	0.2727522226
619	0.8691127067	0.2724963712
620	0.8694678609	0.2721660101
621	0.8699374383	0.2718990492
622	0.8701264489	0.2717056228
623	0.8703728099	0.2714690525
624	0.8705959829	0.2711725216
625	0.8708190677	0.2709719301
626	0.8714370351	0.2706598446
627	0.8715113217	0.2704572173
628	0.8715113217	0.2702698567
629	0.8715113217	0.2701705866
630	0.8717510035	0.2699380962
631	0.8718252402	0.269527601
632	0.8721220892	0.269362777
633	0.8723446235	0.2690420954
634	0.8725335438	0.2687458141
635	0.8725503091	0.2686134609
636	0.8727727004	0.268434638
637	0.8728635288	0.2682514655
638	0.8730857706	0.26791376
639	0.8731431576	0.2677620099
640	0.8732746155	0.2675597857
641	0.8737927863	0.2672767576
642	0.8738667718	0.2671171248
643	0.8738667718	0.2669320782
644	0.8741295493	0.2666524524
645	0.8741295493	0.2665443183
646	0.8744992448	0.2662205118
647	0.874647055	0.2659098507
648	0.8748522653	0.2657811282
649	0.8750738528	0.2656746845
650	0.8751149048	0.2653875045
651	0.8751313025	0.2651603493
652	0.8753364406	0.264923076
653	0.8756891573	0.2647679677
654	0.8759104928	0.2646378656
655	0.8759679748	0.2644218063
656	0.8760254643	0.2641976276
657	0.8760254643	0.2639629803
658	0.8760829614	0.2637800815
659	0.8761567238	0.2634564074
660	0.8766404199	0.2632417196
661	0.8767141264	0.2631029733
662	0.8767878231	0.2629767731
663	0.8770986359	0.2627489341
664	0.8774921301	0.2625265651
665	0.8778600931	0.2624254163
666	0.8782118511	0.2622130498
667	0.8783588937	0.2620971869
668	0.8786210513	0.2619034278
669	0.8786210513	0.2618627404
670	0.8786945409	0.261782902
671	0.8790618449	0.2615403506
672	0.8791352768	0.2614450809
673	0.8795022921	0.2611756953
674	0.8797223859	0.261032227
675	0.879811469	0.2608550818
676	0.8802199241	0.2605783147
677	0.8807483483	0.260382211
678	0.8808215594	0.2601019591
679	0.8811143081	0.2600091599
680	0.8810722458	0.2597604802
681	0.8812761506	0.2596307355
682	0.8813492842	0.2595159454
683	0.8814955226	0.2593532621
684	0.8815686275	0.259247148
685	0.8817878847	0.2589960692
686	0.8820800941	0.2588566124
687	0.8820492714	0.2586803142
688	0.8820492714	0.2584599566
689	0.8820646847	0.258262019
690	0.8824567135	0.2578930332
691	0.8825720447	0.2576429069
692	0.8828487422	0.2574158924
693	0.8829641247	0.2572877502
694	0.8830371145	0.2571608807
695	0.8833442195	0.2569440013
696	0.8833594566	0.256656825
697	0.8837513062	0.2564392386
698	0.8838970876	0.2562167978
699	0.8838970876	0.2561174329
700	0.8841885364	0.2558888783
701	0.8841156885	0.255722419
702	0.8843342037	0.2555191394
703	0.8845375628	0.2553309043
704	0.884464752	0.2550918894
705	0.884464752	0.2549079549
706	0.884464752	0.2548079182
707	0.8844496671	0.2547064773
708	0.8845375628	0.2545414541
709	0.8844949099	0.2543526536
710	0.8848437398	0.2542527533
711	0.8849164927	0.2541424794
712	0.8854683016	0.2537693585
713	0.8856993737	0.2534436081
714	0.8858298539	0.2532652264
715	0.8859586135	0.2530045557
716	0.8859305664	0.2527897346
717	0.8862064466	0.2526043415
718	0.8862791153	0.252439632
719	0.8866853676	0.2521677228
720	0.886903209	0.2520005555
721	0.8869758038	0.2517864065
722	0.8870336551	0.2516217052
723	0.8873092474	0.2514356772
724	0.8875994263	0.2512076066
725	0.8876719473	0.2509675588
726	0.8874396765	0.2507007977
727	0.8877590927	0.2505154399
728	0.8877298214	0.2502715017
729	0.8877590927	0.2501108122
730	0.8881934937	0.2497221956
731	0.8886427315	0.2494871356
732	0.888715142	0.249290943
733	0.888715142	0.24907412
734	0.8887875432	0.2489054074
735	0.889207321	0.2486539509
736	0.8889467856	0.2484348673
737	0.8888020324	0.2483386026
738	0.8890046899	0.2482063916
739	0.8891784481	0.2480593167
740	0.8892652423	0.2479132011
741	0.8892652423	0.2476627729
742	0.8894099258	0.2475148546
743	0.8896991796	0.2473783237
744	0.889757114	0.2471577282
745	0.8899016863	0.2469531361
746	0.8900319031	0.2468423522
747	0.890234375	0.2465875068
748	0.890234375	0.2463623863
749	0.890234375	0.2462408647
750	0.8905670204	0.2460830777
751	0.8906534757	0.2458816834
752	0.8906534757	0.2457763314
753	0.8907978654	0.2455691843
754	0.8907978654	0.2452273526
755	0.8910001952	0.2451264187
756	0.8911303442	0.2449652987
757	0.8912604933	0.2449267624
758	0.891751236	0.2447566163
759	0.8918373984	0.2446079535
760	0.8918373984	0.2445202685
761	0.8920395421	0.2442551515
762	0.8923136949	0.2439827348
763	0.8925297445	0.2438655048
764	0.8925297445	0.2437112081
765	0.8925877763	0.2435279772
766	0.892659775	0.2433788045
767	0.8926458157	0.2432109289
768	0.8926458157	0.2429988474
769	0.8927178153	0.2429111533
770	0.8928617865	0.2427117816
771	0.8932934754	0.2424717071
772	0.8932934754	0.2423136468
773	0.8934372969	0.2421169495
774	0.8935810811	0.2420260389
775	0.8940122094	0.2417729244
776	0.8940840314	0.2416845632
777	0.8942994416	0.2415554694
778	0.8942413815	0.2413469338
779	0.8945728382	0.2410935795
780	0.8946890014	0.2409264079
781	0.8945454545	0.240814464
782	0.8946172326	0.2405984648
783	0.8946172326	0.2404835992
784	0.8945454545	0.2403084628
785	0.8944018704	0.2401414131
786	0.8946309161	0.2399721098
787	0.8945454545	0.2398504453
788	0.8946172326	0.2396947785
789	0.8946890014	0.2395193912
790	0.8946890014	0.2394348187
791	0.8949623474	0.2393372197
792	0.8953209163	0.2392072728
793	0.8953209163	0.2389977199
794	0.8960238698	0.2386621689
795	0.8961670666	0.2384825329
796	0.8962251913	0.2382999365
797	0.8964130505	0.2380943286
798	0.8964846284	0.2379660127
799	0.8966993061	0.2378041454
800	0.8967708468	0.2376109353
801	0.8967708468	0.2374396238
802	0.8970569169	0.2371629472
803	0.8970569169	0.2369570958
804	0.8969854133	0.2368575886
805	0.8970616852	0.2366684781
806	0.8973477725	0.2365400957
807	0.8974192712	0.2363962234
808	0.8973477725	0.2362865605
809	0.8974907606	0.2361109435
810	0.8974192712	0.2359600311
811	0.8974907606	0.2358717398
812	0.8974325726	0.2356786192
813	0.8974325726	0.2355793042
814	0.8978480684	0.2353992951
815	0.8979195022	0.2352472238
816	0.898062342	0.2351364578
817	0.8982765323	0.2349587945
818	0.8982051448	0.2348679853
819	0.8981337481	0.2346592659
820	0.8984192796	0.2345525201
821	0.8986201982	0.2343324106
822	0.8990932642	0.2340521358
823	0.8990932642	0.2338688534
824	0.8990932642	0.2337694287
825	0.8991063334	0.2336609563
826	0.8994496601	0.2334441458
827	0.8995209116	0.2332480593
828	0.8995921538	0.2331111022
829	0.8997346107	0.2330140352
830	0.9001488384	0.2327870585
831	0.9000194137	0.232596968
832	0.9001617599	0.2323968325
833	0.9002329193	0.2322711388
834	0.9004463419	0.2321063001
835	0.9005174644	0.2319159746
836	0.9006468305	0.2318544091
837	0.9008344654	0.2316027954
838	0.901164295	0.2314103237
839	0.9012481407	0.2312627046
840	0.9011770793	0.2311059434
841	0.9011898603	0.2309434887
842	0.901319193	0.2306951053
843	0.9012353664	0.2305071194
844	0.9012353664	0.2304401271
845	0.9017655048	0.2302328661
846	0.9019075331	0.2301316927
847	0.9019075331	0.2301012825
848	0.9021788324	0.2299117426
849	0.902333398	0.2297435111
850	0.9023917259	0.2295778002
851	0.9028630518	0.2293867206
852	0.9029923092	0.2292201394
853	0.9028630518	0.2290337087
854	0.9030757302	0.2287698858
855	0.9031340872	0.2286338486
856	0.9031466046	0.2285295499
857	0.9034175334	0.2283008305
858	0.9034883721	0.2282525346
859	0.903630022	0.2280006972
860	0.9036883922	0.2277701468
861	0.9041007427	0.2276122657
862	0.9040175688	0.2274653601
863	0.9042051547	0.2273216813
864	0.9043467028	0.2271129074
865	0.9045927266	0.2269348349
866	0.90480496	0.2268520351
867	0.90480496	0.2268142295
868	0.9049925725	0.2266871548
869	0.9049925725	0.2265765052
870	0.9050755521	0.2263249713
871	0.9050293757	0.2261659603
872	0.9056287116	0.2258486499
873	0.9058869094	0.2256545424
874	0.9059939351	0.2255204092
875	0.9059233449	0.2253729491
876	0.9060645161	0.2252883681
877	0.9059818029	0.2251481107
878	0.9060402685	0.2250753678
879	0.9061814428	0.2249220946
880	0.9061814428	0.2248210584
881	0.9062520163	0.224723064
882	0.9059696676	0.2245582257
883	0.9059818029	0.2243077956
